Punto geográfico	P1. En general, en su Barrio usted se siente:	P2. Con relación a hace un año, cómo se siente usted actualmente en este Barrio	P3. En general, en su Comuna o Corregimiento usted se siente:	P4. Con relación a hace un año, cómo se siente usted actualmente en esta Comuna o Corregimiento	P5. En general, en Medellín, usted se siente:	P6. Con relación a hace un año, cómo se siente usted actualmente en Medellín
POINT (-75.5922 6.28219)	2	0	2	0	3	0
POINT (-75.6017 6.24094)	2	0	2	0	4	0
POINT (-75.543 6.28574)	1	0	3	0	2	4
POINT (-75.5717 6.29312)	2	0	2	0	2	0
POINT (-75.541 6.24862)	2	0	2	0	2	0
POINT (-75.5529 6.25464)	3	0	2	0	4	0
POINT (-75.6242 6.24877)	2	0	2	0	3	0
POINT (-75.6242 6.24877)	2	0	2	0	2	0
POINT (-75.545 6.2953)	2	1	1	1	1	1
POINT (-75.5665 6.27385)	2	0	2	0	3	4
POINT (-75.5717 6.29312)	2	0	2	0	2	0
POINT (-75.5421 6.24695)	2	0	2	1	2	0
POINT (-75.559 6.27889)	1	0	1	0	2	0
POINT (-75.6017 6.24094)	2	1	2	1	4	0
POINT (-75.541 6.24862)	2	0	2	0	1	0
POINT (-75.5619 6.28077)	2	1	2	1	4	0
POINT (-75.545 6.2953)	1	1	1	1	1	1
POINT (-75.5665 6.27385)	2	1	2	0	1	0
POINT (-75.5592 6.26971)	2	0	2	0	2	0
POINT (-75.553 6.29314)	2	0	2	0	3	4
POINT (-75.553 6.29314)	2	0	2	0	1	0
POINT (-75.6052 6.23461)	2	0	3	0	3	0
POINT (-75.543 6.24119)	2	1	1	1	2	0
POINT (-75.543 6.24119)	1	1	2	1	2	1
POINT (-75.543 6.24119)	2	0	2	0	2	0
POINT (-75.5503 6.24971)	1	4	2	0	0	0
POINT (-75.5497 6.24962)	3	4	2	4	4	4
POINT (-75.5497 6.24962)	2	1	2	0	2	0
POINT (-75.6017 6.24094)	2	0	2	0	3	0
POINT (-75.5546 6.2733)	3	0	3	0	3	0
POINT (-75.5413 6.24359)	2	0	2	0	3	0
POINT (-75.5413 6.24359)	2	0	2	0	2	0
POINT (-75.5392 6.24086)	2	0	2	0	3	4
POINT (-75.5392 6.24086)	2	1	1	1	1	1
POINT (-75.5392 6.24086)	2	0	2	0	3	0
POINT (-75.5401 6.24151)	4	4	2	1	2	0
POINT (-75.5401 6.24151)	2	1	2	0	2	0
POINT (-75.5529 6.25464)	2	1	1	0	2	0
POINT (-75.5619 6.28077)	2	4	2	4	2	4
POINT (-75.5401 6.24151)	2	1	1	1	2	1
POINT (-75.5401 6.24151)	2	0	2	0	3	0
POINT (-75.5626 6.26789)	3	0	3	4	3	0
POINT (-75.5626 6.26789)	2	0	2	0	2	0
POINT (-75.5626 6.26789)	3	4	3	4	2	0
POINT (-75.5469 6.28444)	1	1	1	0	2	1
POINT (-75.5482 6.28458)	2	0	2	0	2	0
POINT (-75.5469 6.28444)	3	0	3	4	2	4
POINT (-75.5483 6.28972)	2	1	2	0	2	0
POINT (-75.5483 6.28972)	2	1	2	1	2	0
POINT (-75.5632 6.26509)	2	0	2	0	3	4
POINT (-75.5632 6.26509)	2	4	2	4	2	4
POINT (-75.5632 6.26509)	4	4	4	4	2	0
POINT (-75.55 6.24669)	1	0	2	0	2	4
POINT (-75.55 6.24669)	2	0	2	0	2	0
POINT (-75.55 6.24669)	2	0	2	0	2	0
POINT (-75.5665 6.27385)	3	0	2	0	3	0
POINT (-75.6162 6.25722)	2	0	2	0	3	0
POINT (-75.6162 6.25722)	2	0	3	0	3	0
POINT (-75.5911 6.19722)	1	0	2	0	2	4
POINT (-75.5911 6.19722)	2	0	2	0	2	0
POINT (-75.5466 6.24866)	2	0	2	0	3	4
POINT (-75.5646 6.27542)	4	1	4	1	3	1
POINT (-75.5646 6.27542)	2	0	2	0	2	0
POINT (-75.5567 6.30036)	2	0	2	0	2	0
POINT (-75.5585 6.29794)	2	0	2	0	2	0
POINT (-75.5585 6.29794)	2	0	2	0	2	0
POINT (-75.5529 6.25464)	2	0	2	0	2	0
POINT (-75.6019 6.21003)	2	0	2	0	1	0
POINT (-75.5497 6.24962)	2	4	2	4	3	4
POINT (-75.559 6.27889)	2	0	2	0	3	0
POINT (-75.6202 6.23674)	2	0	1	0	3	0
POINT (-75.6202 6.23674)	2	0	2	0	2	0
POINT (-75.6202 6.23674)	2	0	2	0	2	0
POINT (-75.5931 6.2615)	2	4	2	0	3	4
POINT (-75.541 6.24862)	3	4	2	4	2	4
POINT (-75.5611 6.27164)	2	0	2	0	2	0
POINT (-75.5611 6.27164)	3	1	3	1	3	1
POINT (-75.5611 6.27164)	3	4	2	1	2	0
POINT (-75.5611 6.27164)	3	4	3	4	4	0
POINT (-75.5611 6.27164)	1	1	2	0	2	0
POINT (-75.5611 6.27164)	2	0	2	0	3	0
POINT (-75.5352 6.23797)	2	0	2	0	2	0
POINT (-75.5352 6.23797)	2	0	2	0	2	0
POINT (-75.5619 6.28077)	3	0	3	0	3	0
POINT (-75.5348 6.23803)	3	0	4	0	2	0
POINT (-75.5348 6.23803)	3	0	3	0	3	0
POINT (-75.6019 6.21003)	3	4	4	0	3	0
POINT (-75.5433 6.28628)	2	0	2	0	3	0
POINT (-75.5421 6.24695)	2	0	2	0	2	0
POINT (-75.538 6.23367)	2	0	2	0	2	0
POINT (-75.538 6.23367)	2	0	2	0	2	0
POINT (-75.538 6.23367)	2	0	2	0	3	4
POINT (-75.5592 6.26971)	1	0	1	0	2	0
POINT (-75.5466 6.24866)	3	0	3	0	3	0
POINT (-75.543 6.24119)	2	0	2	0	3	4
POINT (-75.541 6.24862)	2	0	2	0	2	0
POINT (-75.539 6.28651)	2	1	2	0	3	0
POINT (-75.5421 6.24695)	2	0	2	0	2	0
POINT (-75.5477 6.24474)	2	0	2	0	2	4
POINT (-75.5793 6.2928)	2	0	2	0	3	0
POINT (-75.5401 6.24151)	4	0	4	0	2	0
POINT (-75.5348 6.23803)	2	0	2	0	2	0
POINT (-75.541 6.24862)	2	0	2	0	3	0
POINT (-75.5546 6.2733)	2	1	2	0	3	0
POINT (-75.5546 6.2733)	2	0	2	0	2	0
POINT (-75.543 6.24119)	2	1	2	1	2	1
POINT (-75.5793 6.2928)	3	0	3	0	2	0
POINT (-75.5421 6.24695)	2	0	2	0	4	0
POINT (-75.545 6.2953)	2	4	2	0	2	0
POINT (-75.5466 6.24866)	2	0	2	0	4	0
POINT (-75.5348 6.23803)	2	0	2	0	3	0
POINT (-75.543 6.24119)	2	0	0	0	2	0
POINT (-75.541 6.24862)	3	0	3	0	3	4
POINT (-75.5793 6.2928)	2	0	3	0	3	0
POINT (-75.55 6.24669)	2	0	2	0	3	0
POINT (-75.55 6.24669)	1	0	2	0	3	4
POINT (-75.55 6.24669)	3	0	3	1	1	1
POINT (-75.545 6.2953)	2	0	2	0	2	0
POINT (-75.5835 6.28756)	3	4	3	0	4	0
POINT (-75.539 6.28651)	0	0	0	0	3	0
POINT (-75.5911 6.19722)	2	0	2	0	3	4
POINT (-75.5911 6.19722)	1	0	2	0	1	0
POINT (-75.58 6.28794)	2	0	2	0	0	0
POINT (-75.5626 6.26789)	2	0	2	0	3	1
POINT (-75.5626 6.26789)	2	0	2	0	2	0
POINT (-75.5624 6.26246)	3	0	3	0	3	0
POINT (-75.5687 6.27785)	3	4	3	0	0	0
POINT (-75.5687 6.27785)	2	0	2	0	2	0
POINT (-75.5482 6.2434)	3	4	3	4	4	0
POINT (-75.545 6.2953)	2	0	2	0	2	0
POINT (-75.5433 6.28628)	2	0	2	0	3	0
POINT (-75.5433 6.28628)	2	0	2	0	4	4
POINT (-75.5433 6.28628)	2	0	2	4	2	1
POINT (-75.5433 6.28628)	2	0	2	0	4	0
POINT (-75.5469 6.2719)	1	0	4	0	4	0
POINT (-75.5469 6.2719)	1	0	1	0	2	0
POINT (-75.5469 6.2719)	4	4	4	0	4	4
POINT (-75.5469 6.2719)	4	0	4	0	4	0
POINT (-75.5793 6.2928)	2	4	3	0	3	0
POINT (-75.539 6.28651)	2	1	1	1	3	0
POINT (-75.5475 6.28951)	2	0	2	0	3	4
POINT (-75.5475 6.28951)	3	0	4	0	4	0
POINT (-75.5475 6.28951)	2	1	2	0	2	0
POINT (-75.5466 6.24866)	2	0	2	0	2	0
POINT (-75.5352 6.23797)	2	0	2	0	1	0
POINT (-75.5352 6.23797)	2	0	2	0	2	0
POINT (-75.5348 6.23803)	2	0	2	0	3	0
POINT (-75.5477 6.24474)	2	0	2	0	3	4
POINT (-75.5483 6.28972)	2	4	2	4	2	4
POINT (-75.5483 6.28972)	2	0	2	0	2	0
POINT (-75.5483 6.28972)	3	0	3	0	2	0
POINT (-75.5687 6.27785)	2	0	2	0	0	0
POINT (-75.539 6.28651)	2	0	2	0	3	0
POINT (-75.5482 6.2434)	3	4	3	0	3	4
POINT (-75.5469 6.2719)	2	0	2	0	3	0
POINT (-75.5272 6.23537)	2	0	1	0	2	0
POINT (-75.5272 6.23537)	2	1	2	1	3	1
POINT (-75.5272 6.23537)	2	1	2	0	2	0
POINT (-75.5348 6.23803)	2	1	2	1	2	1
POINT (-75.5375 6.23557)	3	0	2	0	3	0
POINT (-75.5521 6.24668)	2	1	2	0	2	0
POINT (-75.5793 6.2928)	2	1	2	0	2	0
POINT (-75.5477 6.24474)	1	0	1	1	3	4
POINT (-75.5566 6.27192)	3	0	4	0	4	0
POINT (-75.5632 6.26509)	2	1	2	0	3	4
POINT (-75.5632 6.26509)	3	4	3	4	2	0
POINT (-75.539 6.28651)	2	0	2	0	2	0
POINT (-75.5409 6.24297)	2	0	2	0	1	1
POINT (-75.5409 6.24297)	2	0	3	0	2	1
POINT (-75.545 6.2953)	2	0	3	0	2	0
POINT (-75.5793 6.2928)	2	0	2	0	2	0
POINT (-75.5466 6.24866)	2	0	2	0	2	1
POINT (-75.5482 6.28458)	2	0	2	0	2	0
POINT (-75.5482 6.28458)	2	0	2	0	3	4
POINT (-75.58 6.28794)	2	0	2	0	2	0
POINT (-75.58 6.28794)	3	0	3	0	0	0
POINT (-75.5385 6.23222)	2	1	2	1	1	1
POINT (-75.5385 6.23222)	2	1	2	1	2	1
POINT (-75.5385 6.23222)	2	1	2	1	3	0
POINT (-75.5482 6.2434)	2	0	3	1	4	4
POINT (-75.5566 6.27192)	2	0	2	0	2	0
POINT (-75.5862 6.22645)	2	0	2	0	4	0
POINT (-75.5472 6.24448)	2	0	2	0	3	0
POINT (-75.5472 6.24448)	3	0	4	0	4	0
POINT (-75.5472 6.24448)	2	0	2	0	2	4
POINT (-75.5472 6.24448)	2	0	2	0	2	0
POINT (-75.5472 6.24448)	2	0	2	0	2	0
POINT (-75.5387 6.23256)	1	0	2	0	3	0
POINT (-75.5387 6.23256)	3	4	4	4	3	0
POINT (-75.5319 6.23608)	2	0	2	0	2	0
POINT (-75.5908 6.19617)	1	1	2	0	2	0
POINT (-75.5908 6.19617)	2	0	2	0	2	0
POINT (-75.5908 6.19617)	1	0	2	1	3	1
POINT (-75.5401 6.23668)	2	0	2	0	2	0
POINT (-75.5401 6.23668)	2	1	2	1	2	4
POINT (-75.5687 6.27785)	2	0	2	0	2	0
POINT (-75.539 6.28651)	1	0	2	0	2	0
POINT (-75.562 6.27163)	3	0	3	0	3	0
POINT (-75.562 6.27163)	2	4	2	0	3	4
POINT (-75.562 6.27163)	1	1	2	0	2	0
POINT (-75.5475 6.28951)	1	0	2	0	2	0
POINT (-75.5475 6.28951)	1	0	2	0	2	0
POINT (-75.5475 6.28951)	2	0	2	0	2	0
POINT (-75.5433 6.28628)	1	0	2	0	2	1
POINT (-75.5624 6.26246)	2	0	2	0	2	0
POINT (-75.5835 6.28756)	2	1	1	0	3	1
POINT (-75.5646 6.27542)	1	0	1	0	2	0
POINT (-75.5646 6.27542)	2	0	2	0	3	4
POINT (-75.5646 6.27542)	1	0	2	0	2	0
POINT (-75.5352 6.23797)	2	1	2	1	2	1
POINT (-75.5352 6.23797)	3	4	3	4	3	0
POINT (-75.5466 6.27429)	2	4	3	0	2	0
POINT (-75.5466 6.27429)	2	0	2	0	3	0
POINT (-75.5835 6.28756)	1	1	2	0	1	1
POINT (-75.6242 6.28178)	2	0	2	0	2	0
POINT (-75.5472 6.24448)	2	0	2	0	2	0
POINT (-75.5624 6.26246)	2	1	2	4	3	0
POINT (-75.6242 6.28178)	2	0	3	0	3	0
POINT (-75.5319 6.23608)	2	0	2	0	3	0
POINT (-75.5482 6.2434)	2	0	2	0	3	0
POINT (-75.549 6.27318)	2	0	3	0	3	4
POINT (-75.5687 6.27785)	2	0	2	0	2	0
POINT (-75.5687 6.27785)	1	0	2	0	2	0
POINT (-75.5908 6.19617)	2	0	2	0	2	0
POINT (-75.6242 6.28178)	2	0	2	0	2	0
POINT (-75.5375 6.23557)	2	0	2	1	2	0
POINT (-75.5392 6.24086)	2	0	2	0	0	0
POINT (-75.5392 6.24086)	2	1	2	1	1	1
POINT (-75.5626 6.26444)	2	0	2	0	2	0
POINT (-75.5626 6.26444)	2	0	2	0	2	1
POINT (-75.5521 6.24668)	2	4	2	0	2	4
POINT (-75.5385 6.2838)	2	1	2	1	2	1
POINT (-75.6242 6.28178)	3	4	4	4	4	4
POINT (-75.5401 6.23668)	2	0	2	0	2	0
POINT (-75.5401 6.23668)	2	4	1	4	1	4
POINT (-75.5401 6.23668)	2	0	2	0	3	0
POINT (-75.538 6.23367)	2	0	2	0	3	0
POINT (-75.538 6.23367)	3	0	4	0	4	0
POINT (-75.538 6.23367)	2	0	2	0	3	0
POINT (-75.5375 6.23557)	2	0	2	0	3	0
POINT (-75.5558 6.24169)	2	0	2	0	2	0
POINT (-75.5558 6.24169)	2	0	2	0	3	0
POINT (-75.58 6.28794)	2	0	2	0	3	0
POINT (-75.58 6.28794)	2	0	2	0	3	1
POINT (-75.549 6.27318)	2	0	2	0	2	0
POINT (-75.5387 6.23256)	3	0	2	0	3	0
POINT (-75.5387 6.23256)	1	1	2	1	1	0
POINT (-75.5488 6.29956)	2	0	2	0	2	0
POINT (-75.5488 6.29956)	2	0	2	0	2	0
POINT (-75.5488 6.29956)	2	0	2	0	3	0
POINT (-75.5879 6.20608)	3	0	3	0	3	0
POINT (-75.5879 6.20608)	2	0	2	0	3	0
POINT (-75.5566 6.27192)	2	0	2	0	3	0
POINT (-75.5466 6.27429)	2	0	2	0	2	0
POINT (-75.5466 6.27429)	3	4	4	0	4	0
POINT (-75.5466 6.27429)	2	4	3	4	4	0
POINT (-75.5385 6.23222)	2	0	2	0	2	0
POINT (-75.5745 6.28252)	3	0	3	0	3	0
POINT (-75.5482 6.28458)	2	0	2	0	2	0
POINT (-75.5385 6.2838)	2	0	2	0	3	0
POINT (-75.5392 6.24086)	2	0	2	0	4	0
POINT (-75.5624 6.26246)	4	0	4	0	4	0
POINT (-75.5940 6.2963413)	2	0	2	0	2	1
POINT (-75.6399 6.2789874)	2	4	2	4	2	0
POINT (-75.6399 6.2789874)	2	0	2	1	3	0
POINT (-75.6399 6.2789874)	2	0	2	0	2	1
POINT (-75.6399 6.2789874)	3	0	4	4	4	0
POINT (-75.562 6.27163)	2	0	2	4	3	4
POINT (-75.562 6.27163)	2	4	2	4	4	4
POINT (-75.562 6.27163)	3	0	3	0	3	0
POINT (-75.5401 6.24151)	3	0	3	0	3	0
POINT (-75.5401 6.23668)	3	0	3	0	3	0
POINT (-75.5375 6.23557)	2	0	1	0	3	4
POINT (-75.5385 6.2838)	2	1	2	1	2	1
POINT (-75.5862 6.22645)	2	0	2	0	2	0
POINT (-75.5862 6.22645)	2	1	1	1	1	1
POINT (-75.5862 6.22645)	2	1	1	1	2	0
POINT (-75.549 6.27318)	2	0	2	0	3	0
POINT (-75.5466 6.27429)	2	1	2	0	2	1
POINT (-75.5521 6.24668)	3	0	3	0	3	0
POINT (-75.5497 6.24873)	2	1	2	0	2	0
POINT (-75.5319 6.23608)	2	0	2	0	3	0
POINT (-75.5319 6.23608)	2	0	2	0	2	0
POINT (-75.5409 6.24297)	2	0	2	0	1	0
POINT (-75.5409 6.24297)	2	0	2	0	3	0
POINT (-75.5409 6.24297)	2	1	2	1	2	1
POINT (-75.5409 6.24297)	3	0	4	0	4	0
POINT (-75.5624 6.26246)	2	0	2	0	2	0
POINT (-75.6242 6.28178)	2	0	3	0	3	0
POINT (-75.6242 6.28178)	2	0	2	0	3	0
POINT (-75.5387 6.23256)	2	4	3	4	4	4
POINT (-75.5387 6.23256)	3	0	2	0	3	0
POINT (-75.5375 6.23557)	2	0	2	0	3	0
POINT (-75.6161 6.2751)	2	0	2	0	2	0
POINT (-75.5566 6.27192)	2	0	2	4	3	4
POINT (-75.5385 6.23222)	2	0	2	0	2	0
POINT (-75.5385 6.23222)	2	0	2	0	3	0
POINT (-75.5626 6.26444)	3	4	3	4	3	4
POINT (-75.5375 6.23557)	2	0	2	1	2	1
POINT (-75.58 6.28794)	2	0	2	0	3	0
POINT (-75.5499 6.27423)	2	1	2	0	2	0
POINT (-75.6158 6.25564)	2	1	2	1	2	1
POINT (-75.5356 6.23793)	2	1	2	1	4	4
POINT (-75.5356 6.23793)	2	0	2	0	2	4
POINT (-75.5745 6.28252)	2	0	2	0	2	0
POINT (-75.5624 6.26246)	3	0	3	0	3	0
POINT (-75.5744 6.30898)	2	1	2	1	3	1
POINT (-75.5744 6.30898)	2	0	2	1	2	0
POINT (-75.5396 6.23664)	1	0	1	0	2	0
POINT (-75.5396 6.23664)	2	0	2	0	3	4
POINT (-75.5675 6.27823)	2	0	2	0	3	0
POINT (-75.5675 6.27823)	2	0	2	0	3	4
POINT (-75.5675 6.27823)	2	0	3	0	2	4
POINT (-75.5626 6.26444)	2	0	2	0	2	0
POINT (-75.5385 6.2838)	2	0	2	0	2	0
POINT (-75.5319 6.23608)	2	1	2	1	2	4
POINT (-75.5319 6.23608)	1	1	2	0	4	0
POINT (-75.6399 6.2789874)	2	0	2	0	2	0
POINT (-75.6187 6.24451)	2	0	3	0	3	4
POINT (-75.6187 6.24451)	2	1	2	1	2	1
POINT (-75.5558 6.24169)	3	4	3	4	4	4
POINT (-75.5558 6.24169)	3	4	3	0	3	0
POINT (-75.6187 6.24451)	2	0	2	0	2	0
POINT (-75.541 6.23091)	2	0	2	0	2	0
POINT (-75.541 6.23091)	2	1	2	0	3	0
POINT (-75.5745 6.28252)	2	0	2	0	2	0
POINT (-75.5385 6.2838)	2	0	2	0	2	0
POINT (-75.5521 6.24668)	3	0	3	0	2	0
POINT (-75.5482 6.2434)	2	0	2	1	2	0
POINT (-75.6028 6.25946)	2	4	2	4	3	0
POINT (-75.5979 6.27424)	2	0	3	0	3	0
POINT (-75.5521 6.24668)	2	0	2	0	2	0
POINT (-75.5385 6.2838)	2	0	2	0	2	0
POINT (-75.6380 6.2215568)	2	0	2	0	2	0
POINT (-75.5488 6.29956)	3	4	3	4	3	0
POINT (-75.5488 6.29956)	4	0	3	0	3	0
POINT (-75.6262 6.2229547)	2	0	2	1	0	0
POINT (-75.5521 6.24668)	2	1	3	0	3	0
POINT (-75.5979 6.27424)	0	4	2	4	3	4
POINT (-75.5862 6.22645)	3	4	3	4	3	4
POINT (-75.5862 6.22645)	2	1	2	0	2	1
POINT (-75.5626 6.26444)	2	4	3	0	3	4
POINT (-75.5482 6.28458)	1	0	1	0	2	0
POINT (-75.5327 6.22896)	3	0	3	0	3	0
POINT (-75.5327 6.22896)	2	0	2	0	2	0
POINT (-75.6037 6.25677)	3	0	3	0	3	0
POINT (-75.6037 6.25677)	2	4	2	4	3	4
POINT (-75.6037 6.25677)	3	4	3	0	3	0
POINT (-75.5558 6.24169)	1	0	2	0	4	0
POINT (-75.5558 6.24169)	2	0	2	0	4	0
POINT (-75.554 6.24065)	2	1	2	1	2	1
POINT (-75.5356 6.23793)	2	0	3	1	1	0
POINT (-75.5356 6.23793)	2	4	2	1	2	1
POINT (-75.5356 6.23793)	2	0	2	4	3	0
POINT (-75.5787 6.28618)	2	0	3	0	4	4
POINT (-75.5787 6.28618)	2	0	2	0	3	0
POINT (-75.5908 6.19617)	4	0	4	0	4	0
POINT (-75.6028 6.25946)	2	0	2	0	2	0
POINT (-75.6380 6.2215568)	4	0	4	0	3	0
POINT (-75.5284 6.22856)	2	1	2	1	1	1
POINT (-75.5675 6.27823)	2	1	2	0	2	0
POINT (-75.5675 6.27823)	2	1	2	1	3	4
POINT (-75.6438 6.2202223)	2	0	2	0	3	4
POINT (-75.587 6.22908)	2	1	2	1	1	1
POINT (-75.5675 6.27823)	2	0	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT (-75.5396 6.23664)	2	0	2	0	4	4
POINT (-75.5396 6.23664)	2	0	2	0	3	4
POINT (-75.5396 6.23664)	2	0	2	4	2	0
POINT (-75.5396 6.23664)	1	0	1	0	2	0
POINT (-75.5979 6.27424)	4	0	3	0	3	0
POINT (-75.54 6.27149)	2	0	2	0	2	0
POINT (-75.54 6.27149)	2	0	2	0	2	0
POINT (-75.54 6.27149)	2	0	2	0	2	0
POINT (-75.54 6.27149)	2	0	2	0	2	1
POINT (-75.5566 6.27192)	2	0	2	0	3	0
POINT (-75.6315 6.2239533)	2	1	2	1	3	0
POINT (-75.5449 6.23371)	2	4	2	0	2	0
POINT (-75.5356 6.23793)	4	0	3	0	2	0
POINT ( )	2	1	2	1	2	1
POINT (-75.6262 6.2229547)	4	4	4	4	4	4
POINT (-75.5979 6.27424)	0	4	3	4	3	4
POINT (-75.5787 6.28618)	0	4	3	4	3	4
POINT (-75.6275 6.2255156)	2	0	2	0	2	0
POINT (-75.6275 6.2255156)	2	1	1	0	2	0
POINT (-75.6028 6.25946)	2	0	2	0	2	0
POINT (-75.5908 6.19617)	2	0	2	0	2	0
POINT (-75.5969 6.25388)	3	4	3	4	3	4
POINT (-75.5449 6.23371)	1	0	2	0	2	4
POINT (-75.6380 6.2215568)	2	1	2	1	2	1
POINT ( )	2	0	2	0	2	4
POINT (-75.6351 6.220103)	2	0	2	0	2	0
POINT (-75.6351 6.220103)	1	1	1	0	2	0
POINT (-75.6351 6.220103)	1	0	1	1	3	0
POINT (-75.6351 6.220103)	2	1	2	0	2	1
POINT (-75.5482 6.28458)	2	1	3	4	2	1
POINT (-75.5469 6.28444)	2	0	2	1	2	1
POINT (-75.6037 6.25677)	2	1	2	1	2	0
POINT (-75.5979 6.27424)	3	0	3	4	4	4
POINT (-75.6397 6.2314825)	2	0	2	0	3	1
POINT (-75.6397 6.2314825)	2	0	2	0	3	0
POINT (-75.6397 6.2314825)	2	0	2	0	2	0
POINT (-75.6397 6.2314825)	2	0	2	0	3	0
POINT (-75.6397 6.2314825)	2	0	2	0	3	0
POINT (-75.5284 6.22856)	2	0	2	0	3	0
POINT (-75.5284 6.22856)	2	0	2	0	2	0
POINT (-75.5284 6.22856)	3	0	3	0	3	0
POINT (-75.54 6.27149)	2	0	2	0	2	0
POINT (-75.54 6.27149)	2	0	2	0	3	0
POINT (-75.5301 6.23749)	2	0	2	0	2	0
POINT (-75.5301 6.23749)	2	1	2	0	2	1
POINT (-75.5301 6.23749)	2	0	2	0	3	0
POINT (-75.6171 6.24934)	2	1	2	0	2	1
POINT (-75.6171 6.24934)	2	0	2	0	3	4
POINT (-75.6315 6.2239533)	2	0	3	0	3	0
POINT (-75.6438 6.2202223)	4	1	2	1	1	1
POINT (-75.6033 6.25538)	2	0	2	0	2	0
POINT (-75.6033 6.25538)	2	0	2	0	4	4
POINT (-75.6033 6.25538)	2	0	2	0	4	0
POINT ( )	2	0	3	1	2	0
POINT (-75.5477 6.24474)	3	0	4	0	4	0
POINT (-75.587 6.22908)	2	0	2	0	2	0
POINT (-75.5449 6.23371)	2	0	2	0	3	0
POINT ( )	2	0	2	0	2	0
POINT ( )	1	0	1	1	2	0
POINT (-75.5372 6.23522)	2	1	1	0	3	0
POINT (-75.5372 6.23522)	2	0	2	1	2	0
POINT (-75.5372 6.23522)	2	1	1	1	3	0
POINT (-75.6262 6.2229547)	2	0	2	1	3	0
POINT (-75.5554 6.30616)	3	0	3	0	4	0
POINT (-75.5969 6.25388)	2	0	2	0	3	4
POINT (-75.5879 6.20608)	2	0	2	0	3	0
POINT (-75.6037 6.25677)	2	0	2	1	2	1
POINT (-75.5574 6.23795)	2	0	2	0	3	0
POINT (-75.5636 6.27405)	2	0	2	0	3	1
POINT (-75.5625 6.26062)	3	4	3	1	3	4
POINT (-75.5625 6.26062)	2	4	2	1	3	4
POINT (-75.6275 6.2255156)	3	0	3	0	3	0
POINT (-75.6275 6.2255156)	2	0	2	0	3	0
POINT (-75.6275 6.2255156)	2	1	1	1	1	0
POINT (-75.6275 6.2255156)	2	1	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT (-75.6158 6.25564)	1	1	1	1	1	1
POINT (-75.5631 6.25986)	2	0	2	0	2	0
POINT (-75.5631 6.25986)	3	4	3	0	4	0
POINT (-75.5631 6.25986)	3	0	3	0	3	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6081 6.25214)	4	4	3	1	3	0
POINT (-75.6053 6.25343)	2	0	2	0	2	0
POINT (-75.5449 6.23371)	2	0	2	0	3	4
POINT (-75.5449 6.23371)	2	4	2	4	2	4
POINT (-75.5631 6.25986)	2	0	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	3	0	3	4
POINT (-75.6315 6.2239533)	2	4	2	0	2	0
POINT (-75.6380 6.2215568)	2	1	1	0	2	0
POINT (-75.6037 6.25677)	2	1	2	1	2	1
POINT (-75.6371 6.2211682)	2	1	2	0	2	0
POINT (-75.6380 6.2215568)	2	0	2	0	1	0
POINT (-75.5519 6.2416)	3	4	3	4	3	0
POINT (-75.5284 6.22856)	2	0	1	1	2	1
POINT (-75.5284 6.22856)	1	4	2	1	1	0
POINT (-75.6028 6.25946)	2	0	2	0	3	1
POINT (-75.5442 6.2264)	2	0	2	0	2	0
POINT (-75.5442 6.2264)	1	0	2	0	2	0
POINT (-75.5969 6.25388)	2	0	0	4	3	4
POINT ( )	2	0	2	4	2	0
POINT (-75.5588 6.28039)	2	4	2	4	3	4
POINT (-75.6262 6.2229547)	2	0	2	1	2	1
POINT (-75.6380 6.2215568)	2	0	2	0	3	1
POINT (-75.6371 6.2211682)	2	1	2	0	2	0
POINT (-75.5493 6.23368)	2	0	2	0	2	0
POINT (-75.5519 6.2416)	2	0	2	0	2	0
POINT (-75.5442 6.2264)	2	0	2	0	4	4
POINT (-75.5979 6.27424)	2	0	2	0	2	0
POINT (-75.6315 6.2239533)	1	0	2	0	2	0
POINT (-75.5625 6.26062)	3	4	3	4	4	4
POINT (-75.6001 6.25074)	3	0	3	0	3	0
POINT (-75.5603 6.3112)	3	4	3	0	4	0
POINT (-75.5554 6.30616)	2	4	2	0	2	0
POINT (-75.5554 6.30616)	2	0	3	0	3	0
POINT ( )	2	0	2	0	4	0
POINT (-75.6438 6.2202223)	1	0	2	0	3	0
POINT (-75.6438 6.2202223)	2	0	2	0	2	1
POINT (-75.5566 6.27192)	2	0	2	0	4	0
POINT (-75.6438 6.2202223)	1	1	2	1	2	1
POINT (-75.5482 6.29443)	2	0	2	0	2	0
POINT (-75.5482 6.29443)	4	0	4	4	2	0
POINT (-75.5661 6.25829)	2	1	2	4	3	4
POINT (-75.6371 6.2211682)	3	1	3	1	4	4
POINT (-75.5442 6.2264)	2	0	2	0	2	0
POINT (-75.549 6.24707)	2	4	2	0	2	4
POINT (-75.549 6.24707)	1	0	2	0	4	4
POINT (-75.5449 6.23371)	3	4	3	4	3	4
POINT (-75.6264 6.2248947)	2	0	2	0	4	0
POINT (-75.6264 6.2248947)	2	1	2	1	3	4
POINT (-75.6264 6.2248947)	2	0	2	0	2	0
