Punto geográfico	P1. En general, en su Barrio usted se siente:	P2. Con relación a hace un año, cómo se siente usted actualmente en este Barrio	P3. En general, en su Comuna o Corregimiento usted se siente:	P4. Con relación a hace un año, cómo se siente usted actualmente en esta Comuna o Corregimiento	P5. En general, en Medellín, usted se siente:	P6. Con relación a hace un año, cómo se siente usted actualmente en Medellín
POINT (-75.6154 6.24778)	2	0	2	0	3	0
POINT (-75.6053 6.25343)	2	0	2	0	3	0
POINT (-75.6053 6.25343)	2	4	2	4	4	0
POINT (-75.6371 6.2211682)	4	4	1	0	2	4
POINT (-75.5488 6.29499)	2	0	2	0	2	0
POINT (-75.5442 6.2264)	2	0	2	0	3	0
POINT (-75.5519 6.2416)	3	4	3	4	3	4
POINT (-75.5625 6.23888)	2	1	2	1	2	4
POINT (-75.5442 6.2264)	2	0	2	0	2	0
POINT (-75.5454 6.23508)	2	0	2	0	3	0
POINT (-75.5969 6.25388)	2	0	2	0	2	0
POINT (-75.5301 6.23749)	2	0	2	0	0	0
POINT (-75.6262 6.2229547)	2	0	2	0	2	0
POINT (-75.6262 6.2229547)	2	1	2	1	2	0
POINT (-75.6371 6.2211682)	2	4	2	0	2	0
POINT (-75.6028 6.25946)	2	0	2	0	2	0
POINT (-75.6315 6.2239533)	2	0	2	1	2	0
POINT (-75.5484 6.29474)	2	0	2	0	2	0
POINT (-75.5497 6.24962)	2	0	3	4	3	4
POINT (-75.5497 6.24962)	2	0	1	0	2	0
POINT (-75.5497 6.24962)	2	0	2	0	2	0
POINT (-75.5625 6.23888)	2	0	3	4	3	4
POINT (-75.5588 6.28039)	2	0	2	0	3	0
POINT (-75.6315 6.2239533)	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	1
POINT ( )	2	0	2	0	4	0
POINT (-75.5372 6.23522)	2	0	2	0	4	0
POINT (-75.5372 6.23522)	3	0	3	0	3	0
POINT (-75.5372 6.23522)	2	0	1	1	1	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6438 6.2202223)	1	0	2	0	2	0
POINT (-75.5482 6.2434)	2	1	1	1	1	1
POINT ( )	1	1	2	1	2	4
POINT (-75.6081 6.25214)	1	0	2	1	3	0
POINT (-75.6081 6.25214)	1	0	2	0	2	4
POINT (-75.6081 6.25214)	2	0	2	0	2	0
POINT (-75.6081 6.25214)	3	0	4	0	2	0
POINT (-75.6081 6.25214)	3	4	2	0	3	0
POINT (-75.587 6.22908)	2	0	2	0	3	4
POINT (-75.587 6.22908)	2	0	2	0	4	0
POINT (-75.587 6.22908)	2	0	2	4	4	0
POINT (-75.587 6.22908)	2	0	2	0	2	0
POINT (-75.6033 6.25538)	3	4	3	4	4	4
POINT (-75.6033 6.25538)	2	0	2	0	3	4
POINT (-75.5603 6.3112)	0	0	3	0	3	0
POINT (-75.6264 6.2248947)	2	0	3	0	2	0
POINT (-75.6264 6.2248947)	2	0	2	0	1	0
POINT (-75.6264 6.2248947)	2	0	2	0	1	1
POINT (-75.6371 6.2211682)	2	0	2	1	2	0
POINT (-75.5551 6.30555)	2	0	2	0	2	0
POINT (-75.5588 6.28039)	2	0	2	0	2	0
POINT (-75.6001 6.25074)	2	0	2	0	3	0
POINT (-75.6001 6.25074)	3	4	4	0	4	0
POINT (-75.6246 6.2229468)	2	1	3	1	2	0
POINT (-75.5879 6.20608)	2	1	2	0	3	0
POINT (-75.5879 6.20608)	2	0	2	0	3	4
POINT (-75.6477 6.2307502)	2	0	2	0	2	0
POINT (-75.6477 6.2307502)	3	0	3	0	3	0
POINT (-75.6477 6.2307502)	2	0	2	0	3	0
POINT (-75.6477 6.2307502)	2	0	2	0	3	0
POINT (-75.6477 6.2307502)	1	0	1	0	2	0
POINT (-75.6397 6.2314825)	1	0	1	0	3	0
POINT (-75.6477 6.2307502)	2	0	3	4	3	0
POINT (-75.5454 6.23508)	2	0	2	0	3	0
POINT (-75.6037 6.25887)	2	0	2	0	2	0
POINT (-75.6037 6.25887)	1	0	2	0	3	4
POINT (-75.6037 6.25887)	3	0	2	0	2	0
POINT (-75.6053 6.25343)	2	1	4	1	2	4
POINT (-75.6333 6.2228948)	3	0	2	0	2	0
POINT (-75.6154 6.24778)	1	0	2	0	2	1
POINT (-75.6351 6.220103)	1	1	1	1	2	0
POINT (-75.6333 6.2228948)	3	0	3	0	2	0
POINT ( )	3	1	2	1	2	1
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6036 6.25218)	3	4	4	0	4	0
POINT ( )	1	1	1	1	1	1
POINT ( )	2	0	2	0	2	0
POINT (-75.6351 6.220103)	2	0	2	0	2	0
POINT (-75.6333 6.2228948)	2	0	2	0	2	0
POINT (-75.6333 6.2228948)	3	0	3	4	3	0
POINT (-75.5423 6.22924)	1	0	1	0	2	4
POINT (-75.5423 6.22924)	2	0	1	1	4	4
POINT (-75.5566 6.2313)	2	1	2	1	2	1
POINT (-75.5484 6.29474)	2	0	2	0	2	0
POINT (-75.5484 6.29474)	2	4	2	0	2	0
POINT (-75.5454 6.23508)	2	4	2	0	2	0
POINT (-75.5454 6.23508)	2	0	2	0	2	0
POINT (-75.541 6.23091)	2	4	2	4	3	4
POINT (-75.541 6.23091)	2	0	3	0	3	0
POINT (-75.5454 6.23508)	2	1	1	0	3	1
POINT (-75.5454 6.23508)	3	0	4	0	3	0
POINT (-75.5519 6.2416)	2	0	2	0	3	0
POINT (-75.5513 6.30563)	2	0	2	0	2	0
POINT (-75.6028 6.25946)	2	0	2	4	4	4
POINT (-75.6033 6.25538)	2	1	1	1	2	1
POINT (-75.6333 6.2228948)	2	0	2	0	4	0
POINT (-75.6333 6.2228948)	4	0	2	0	2	0
POINT (-75.5625 6.23888)	3	0	2	0	4	4
POINT (-75.5519 6.2416)	2	1	2	0	4	0
POINT (-75.557 6.28518)	4	0	4	0	4	0
POINT (-75.5636 6.27405)	2	1	2	0	3	1
POINT (-75.5631 6.25986)	4	0	4	0	3	0
POINT (-75.5548 6.29352)	2	1	2	1	2	1
POINT (-75.5557 6.25089)	2	0	1	0	2	0
POINT (-75.5661 6.25829)	2	0	2	4	2	0
POINT (-75.5661 6.25829)	2	0	2	4	2	4
POINT (-75.6053 6.25343)	3	0	2	0	2	0
POINT (-75.6053 6.25343)	4	0	4	0	2	1
POINT (-75.5969 6.25388)	1	0	2	0	2	0
POINT (-75.5625 6.23888)	2	0	2	0	2	0
POINT (-75.5541 6.30716)	1	0	2	0	3	0
POINT (-75.6154 6.24778)	2	4	2	4	2	4
POINT (-75.6154 6.24778)	3	0	4	0	2	4
POINT (-75.5551 6.30555)	1	1	2	0	2	0
POINT (-75.6081 6.25116)	3	4	3	4	3	4
POINT (-75.6081 6.25116)	3	4	4	4	4	4
POINT (-75.6081 6.25116)	2	0	2	0	3	0
POINT (-75.5721 6.30394)	2	0	2	0	2	0
POINT (-75.5605 6.24833)	3	4	3	0	3	0
POINT (-75.5625 6.26062)	2	1	2	1	2	1
POINT (-75.5625 6.26062)	1	4	3	0	4	0
POINT (-75.6037 6.25887)	1	0	1	0	3	0
POINT (-75.6037 6.25887)	2	1	2	0	3	0
POINT ( )	2	0	1	1	3	4
POINT (-75.6036 6.22974)	2	0	2	0	3	0
POINT (-75.6001 6.25074)	2	0	2	0	3	0
POINT (-75.6001 6.25074)	2	0	2	0	2	0
POINT (-75.6001 6.25074)	2	0	2	1	3	0
POINT (-75.5565 6.24322)	2	0	2	0	2	0
POINT (-75.5636 6.27405)	2	1	2	0	2	0
POINT (-75.6037 6.25887)	3	4	3	4	4	0
POINT (-75.6032 6.25919)	3	0	3	0	3	1
POINT (-75.5969 6.25388)	2	0	2	0	2	0
POINT (-75.605 6.25242)	2	4	2	0	2	0
POINT (-75.605 6.25242)	3	0	3	0	3	0
POINT (-75.605 6.25242)	2	4	2	4	4	4
POINT (-75.605 6.25242)	1	4	2	1	4	0
POINT (-75.5625 6.23888)	2	0	2	0	2	0
POINT (-75.5553 6.23215)	2	0	2	0	2	0
POINT (-75.5565 6.24322)	2	1	2	1	2	1
POINT (-75.5301 6.23749)	2	1	2	0	3	0
POINT (-75.5301 6.23749)	4	0	4	0	4	0
POINT (-75.5625 6.26062)	3	0	4	4	4	4
POINT (-75.5327 6.22896)	2	0	2	1	2	0
POINT (-75.557 6.28518)	2	0	2	0	2	0
POINT (-75.5836 6.20321)	3	0	4	4	4	0
POINT (-75.5543 6.23048)	3	4	3	0	3	0
POINT (-75.5565 6.24322)	2	0	2	0	3	4
POINT (-75.5528 6.29984)	2	4	2	4	2	0
POINT (-75.5528 6.29984)	4	0	2	0	2	0
POINT (-75.5528 6.29984)	1	4	1	0	2	0
POINT (-75.5528 6.29984)	2	1	2	1	2	1
POINT (-75.5528 6.29984)	2	1	2	0	2	1
POINT (-75.5528 6.29984)	2	0	2	0	2	0
POINT ( )	2	0	2	0	2	0
POINT (-75.6032 6.25919)	2	4	3	0	3	0
POINT (-75.5631 6.25986)	2	0	2	0	2	0
POINT (-75.5556 6.23664)	2	0	2	0	2	0
POINT (-75.5556 6.23664)	2	0	2	0	3	0
POINT (-75.5576 6.24597)	2	4	2	4	3	4
POINT (-75.5576 6.24597)	3	4	3	4	2	0
POINT (-75.6322 6.2233498)	2	0	2	0	2	0
POINT (-75.6322 6.2233498)	2	1	2	1	3	0
POINT (-75.5553 6.23215)	3	0	3	0	2	0
POINT (-75.5642 6.24082)	3	0	3	0	3	0
POINT (-75.5565 6.24322)	2	1	1	1	2	0
POINT (-75.6143 6.24737)	2	4	2	4	3	0
POINT (-75.5605 6.24833)	3	4	3	0	4	0
POINT (-75.5663 6.25735)	2	4	3	0	2	0
POINT (-75.5663 6.25735)	2	0	2	4	3	4
POINT (-75.5543 6.23048)	2	0	2	0	2	0
POINT (-75.5392 6.23167)	2	1	3	4	3	4
POINT (-75.5392 6.23167)	2	1	2	0	2	1
POINT (-75.6246 6.2229468)	1	1	1	1	1	1
POINT (-75.6036 6.25218)	2	0	3	0	3	0
POINT (-75.6036 6.25218)	2	0	2	0	3	0
POINT (-75.6036 6.25218)	2	0	2	0	2	1
POINT (-75.5586 6.25222)	4	0	3	0	3	0
POINT (-75.5586 6.25222)	2	0	2	0	2	0
POINT (-75.6096 6.25674)	1	0	1	0	4	4
POINT (-75.6096 6.25674)	2	4	3	4	2	0
POINT (-75.6096 6.25674)	3	0	3	0	4	0
POINT (-75.6096 6.25674)	3	4	3	4	4	0
POINT (-75.6081 6.25116)	2	4	2	4	4	4
POINT (-75.6081 6.25116)	2	0	2	0	2	0
POINT (-75.6081 6.25116)	2	0	2	0	4	4
POINT (-75.5568 6.23128)	1	1	1	1	2	1
POINT (-75.5551 6.30555)	2	0	2	0	2	0
POINT (-75.5551 6.30555)	2	0	2	0	2	0
POINT (-75.5592 6.24498)	2	0	2	0	3	4
POINT (-75.6112 6.25021)	2	1	3	4	3	0
POINT (-75.6112 6.25021)	2	0	2	0	2	0
POINT (-75.6112 6.25021)	2	0	2	0	2	0
POINT (-75.6073 6.24534)	2	1	2	0	4	0
POINT (-75.6073 6.24534)	3	0	4	0	2	0
POINT (-75.6154 6.24778)	2	4	3	0	3	0
POINT (-75.5541 6.30716)	2	0	2	0	2	0
POINT (-75.5541 6.30716)	2	0	2	0	3	0
POINT (-75.5541 6.30716)	2	1	1	0	3	0
POINT (-75.5506 6.29292)	2	0	2	0	2	0
POINT (-75.557 6.28518)	2	1	2	1	3	1
POINT (-75.5635 6.25469)	2	0	2	0	2	0
POINT (-75.5635 6.25469)	2	0	2	0	2	0
POINT (-75.5691 6.23918)	2	0	2	0	2	0
POINT (-75.5656 6.24242)	2	1	2	1	2	1
POINT (-75.5656 6.24242)	2	0	1	0	2	0
POINT (-75.541 6.23091)	2	0	0	0	2	0
POINT (-75.6223 6.221665)	2	1	2	0	4	1
POINT (-75.6223 6.221665)	2	1	2	1	2	1
POINT (-75.6322 6.2233498)	2	0	2	0	3	0
POINT (-75.6322 6.2233498)	2	0	2	0	3	0
POINT (-75.6322 6.2233498)	2	0	2	0	2	0
POINT (-75.6322 6.2233498)	2	0	2	0	3	0
POINT (-75.6143 6.24737)	2	4	2	4	2	4
POINT (-75.5586 6.25222)	4	0	3	4	4	4
POINT (-75.5586 6.25222)	2	0	2	0	2	0
POINT (-75.5794 6.18977)	2	0	2	0	2	4
POINT (-75.5642 6.24082)	3	4	1	0	3	0
POINT (-75.5553 6.23215)	1	0	3	0	4	0
POINT (-75.5575 6.24957)	2	4	3	4	3	0
POINT (-75.5625 6.23888)	2	0	2	0	3	0
POINT (-75.6143 6.24737)	1	0	2	0	3	4
POINT (-75.5691 6.23918)	2	0	2	0	2	0
POINT (-75.5794 6.18977)	2	4	3	0	3	0
POINT (-75.5272 6.23537)	2	0	3	0	3	4
POINT (-75.5272 6.23537)	2	0	2	0	2	0
POINT (-75.5327 6.22896)	2	0	2	0	3	0
POINT (-75.5621 6.23313)	3	4	3	4	3	0
POINT (-75.6143 6.24737)	2	0	2	0	3	0
POINT (-75.6223 6.221665)	2	0	1	0	2	0
POINT (-75.6223 6.221665)	2	1	2	1	3	1
POINT (-75.5506 6.29292)	2	0	2	0	2	0
POINT (-75.5506 6.29292)	1	1	2	1	2	1
POINT (-75.5534 6.24038)	1	0	2	0	2	0
POINT (-75.5556 6.23664)	2	0	2	0	2	0
POINT (-75.5556 6.23664)	3	0	3	0	2	0
POINT (-75.5556 6.23664)	3	0	3	4	4	0
POINT (-75.5509 6.2973)	2	0	2	0	2	0
POINT (-75.5509 6.2973)	2	0	2	0	3	0
POINT (-75.5509 6.2973)	2	0	2	0	3	0
POINT (-75.5509 6.2973)	2	0	2	0	2	0
POINT (-75.5691 6.23918)	2	4	2	4	4	4
POINT (-75.6096 6.25674)	3	4	3	4	3	4
POINT (-75.6096 6.25674)	3	4	3	0	3	1
POINT (-75.5728 6.30146)	2	0	2	0	2	0
POINT (-75.5728 6.30146)	3	0	4	0	4	4
POINT (-75.5728 6.30146)	2	1	2	1	3	0
POINT (-75.5728 6.30146)	2	0	2	0	2	0
POINT (-75.5576 6.24597)	2	1	2	1	2	1
POINT (-75.5576 6.24597)	2	0	2	0	3	4
POINT (-75.5553 6.23215)	1	0	2	0	2	0
POINT (-75.5621 6.23313)	2	0	2	0	2	0
POINT (-75.6143 6.24737)	2	4	3	0	3	1
POINT (-75.5642 6.24082)	2	0	2	0	3	0
POINT (-75.5556 6.23664)	2	0	2	0	2	0
POINT (-75.5506 6.29292)	2	4	2	0	3	4
POINT (-75.5728 6.30146)	2	4	3	0	4	4
POINT (-75.5728 6.30146)	2	0	2	4	3	0
POINT (-75.5879 6.20608)	2	0	2	0	2	1
POINT (-75.5621 6.23313)	2	0	2	0	2	0
POINT (-75.5794 6.18977)	2	4	2	0	2	0
POINT (-75.5794 6.18977)	2	0	3	0	3	0
POINT (-75.5506 6.29292)	3	0	3	0	3	0
POINT (-75.5621 6.23313)	2	0	2	0	4	4
POINT (-75.5576 6.24597)	3	4	3	4	3	4
POINT (-75.5794 6.18977)	2	1	2	1	3	1
POINT (-75.5327 6.22896)	2	0	2	0	2	0
POINT (-75.5327 6.22896)	2	0	2	1	1	0
POINT (-75.5272 6.23537)	1	0	2	1	4	0
POINT (-75.5509 6.2973)	2	0	2	0	2	0
POINT (-75.5509 6.2973)	2	0	2	0	2	0
POINT (-75.5794 6.18977)	2	4	3	4	3	4
POINT (-75.5635 6.25469)	3	4	4	0	3	0
POINT (-75.5635 6.25469)	2	0	2	0	2	0
POINT (-75.5635 6.25469)	2	1	2	0	3	0
POINT (-75.5635 6.25469)	4	4	4	4	1	0
POINT (-75.5506 6.29292)	2	4	1	1	1	1
POINT (-75.5876 6.20649)	2	0	2	0	2	4
POINT (-75.6143 6.24737)	2	4	2	4	3	4
POINT (-75.5574 6.23795)	2	1	2	0	2	0
POINT (-75.5626 6.25422)	2	4	2	4	2	4
POINT (-75.6025 6.25709)	2	0	2	4	3	4
POINT (-75.6025 6.25709)	2	0	3	1	2	0
POINT (-75.5575 6.24957)	2	0	3	0	2	0
POINT (-75.5575 6.24957)	2	1	2	4	2	1
POINT (-75.5621 6.23313)	2	4	3	4	3	4
POINT (-75.5575 6.24957)	3	0	3	0	1	0
POINT (-75.5553 6.23215)	2	0	2	0	2	0
POINT (-75.5553 6.23215)	2	0	2	4	3	4
POINT (-75.5515 6.26505)	1	0	1	0	2	0
POINT (-75.5621 6.23313)	2	0	2	0	2	0
POINT (-75.5577 6.26035)	2	0	2	0	2	1
POINT (-75.5576 6.24597)	3	0	3	0	3	0
POINT (-75.5691 6.23918)	2	0	2	0	3	4
POINT (-75.5515 6.26505)	2	0	2	0	3	0
POINT (-75.6081 6.24614)	3	0	4	0	4	1
POINT (-75.5626 6.25422)	3	0	3	0	3	0
POINT (-75.5626 6.25422)	1	0	2	0	2	0
POINT (-75.5626 6.25422)	2	0	2	0	3	0
POINT (-75.5626 6.25422)	2	0	2	0	2	0
POINT (-75.5626 6.25422)	2	0	2	0	2	0
POINT (-75.6223 6.221665)	2	0	3	0	2	0
POINT (-75.6223 6.221665)	2	1	2	1	2	1
POINT (-75.5458 6.23569)	1	1	1	1	3	4
POINT (-75.5289 6.22808)	2	1	2	0	3	0
POINT (-75.5289 6.22808)	4	0	3	0	3	0
POINT (-75.5515 6.26505)	2	4	2	4	1	0
POINT (-75.5577 6.26035)	1	1	0	1	0	4
POINT (-75.5458 6.23569)	1	0	2	0	2	0
POINT (-75.6073 6.24534)	2	0	2	0	2	0
POINT (-75.6073 6.24534)	2	0	2	1	2	1
POINT (-75.6073 6.24534)	2	0	2	0	2	0
POINT (-75.6073 6.24534)	2	0	2	0	2	0
POINT (-75.5515 6.26505)	1	0	1	0	2	1
POINT (-75.5545 6.23686)	2	0	2	0	2	0
POINT (-75.5289 6.22808)	2	1	1	0	2	0
POINT (-75.5289 6.22808)	2	0	2	0	2	0
POINT (-75.5289 6.22808)	1	1	1	1	2	0
POINT (-75.5289 6.22808)	2	0	2	0	3	0
POINT (-75.5506 6.25903)	1	0	2	0	2	0
POINT (-75.5506 6.25903)	2	0	2	1	2	4
POINT (-75.5691 6.23918)	2	1	2	0	2	0
POINT (-75.5515 6.26505)	0	4	4	4	4	4
POINT (-75.5876 6.20649)	1	0	1	0	3	0
POINT (-75.5876 6.20649)	2	1	2	1	2	0
POINT (-75.5506 6.23702)	2	0	2	0	2	0
POINT (-75.5506 6.23702)	1	0	2	0	2	4
POINT (-75.5506 6.23702)	1	0	2	0	2	0
POINT (-75.5586 6.22937)	2	0	2	0	2	0
POINT (-75.5586 6.22937)	1	0	2	0	2	0
POINT (-75.6025 6.25709)	2	0	2	0	2	0
POINT (-75.6025 6.25709)	2	4	3	4	4	4
POINT (-75.5458 6.23569)	2	4	2	0	4	1
POINT (-75.5458 6.23569)	2	1	2	1	2	1
POINT (-75.5642 6.24082)	2	0	2	1	3	0
POINT (-75.5657 6.26571)	3	0	3	0	2	0
POINT (-75.5657 6.26571)	2	1	2	0	3	0
POINT (-75.5657 6.26571)	2	4	3	0	3	0
POINT (-75.6171 6.24934)	2	4	3	4	3	0
POINT (-75.5568 6.23128)	2	0	2	0	3	0
POINT (-75.5568 6.23128)	3	0	3	0	4	0
POINT (-75.5609 6.25194)	2	4	2	4	2	0
POINT (-75.5609 6.25194)	3	0	4	0	4	0
POINT (-75.5575 6.24957)	2	0	3	0	3	0
POINT (-75.5575 6.24957)	2	0	2	0	3	0
POINT (-75.6032 6.25919)	3	0	3	0	4	0
POINT (-75.5496 6.26526)	1	0	2	0	3	4
POINT (-75.5496 6.26526)	4	4	4	0	4	0
POINT (-75.5569 6.24646)	3	4	3	4	3	0
POINT (-75.5657 6.26571)	2	0	3	0	3	0
POINT (-75.5437 6.23604)	2	4	2	4	3	4
POINT (-75.6032 6.25919)	1	0	1	0	2	0
POINT (-75.5586 6.22937)	1	0	1	0	2	4
POINT (-75.5586 6.24791)	3	1	3	1	2	1
POINT (-75.5496 6.26526)	3	0	3	0	3	4
POINT (-75.6081 6.24614)	3	4	3	4	3	4
POINT (-75.5642 6.24082)	2	0	2	0	3	0
POINT (-75.6032 6.25919)	2	1	2	1	4	0
POINT (-75.5506 6.23702)	2	0	2	0	3	4
POINT (-75.5506 6.23702)	2	1	2	0	4	4
POINT (-75.5506 6.23702)	2	0	2	1	2	0
POINT (-75.5445 6.23335)	2	0	2	0	3	0
POINT (-75.5445 6.23335)	2	0	2	1	4	4
POINT (-75.5691 6.23918)	3	1	4	1	2	1
POINT (-75.5564 6.22312)	3	0	3	0	3	0
POINT (-75.5564 6.22312)	2	1	1	0	2	0
POINT (-75.5564 6.22312)	2	0	2	0	3	4
POINT (-75.5545 6.23686)	3	0	3	0	3	0
POINT (-75.5458 6.23569)	2	0	2	0	3	4
POINT (-75.5496 6.26526)	2	0	2	0	2	0
POINT (-75.5586 6.24791)	2	0	2	1	2	1
POINT (-75.5437 6.23604)	2	0	2	0	2	0
POINT (-75.5609 6.25194)	3	0	4	0	3	0
POINT (-75.5609 6.25194)	2	0	2	0	3	0
POINT (-75.5609 6.25194)	2	1	2	1	2	1
POINT (-75.5609 6.25194)	1	0	1	0	3	0
POINT (-75.5626 6.25751)	3	4	3	1	2	1
POINT (-75.5626 6.25751)	3	0	3	0	4	0
POINT (-75.5626 6.25751)	2	1	1	1	1	1
POINT (-75.5626 6.25751)	2	4	2	4	2	4
POINT (-75.5626 6.25751)	3	0	4	4	3	0
POINT (-75.5437 6.23604)	2	0	2	0	3	0
POINT (-75.5642 6.24082)	4	0	3	0	3	0
POINT (-75.5545 6.23686)	2	0	2	0	2	0
POINT (-75.5545 6.23686)	2	0	2	0	2	0
POINT (-75.5569 6.24646)	3	4	4	4	4	4
POINT (-75.5657 6.26571)	2	0	2	0	2	0
POINT (-75.5545 6.23686)	2	1	2	0	3	0
POINT (-75.5638 6.23859)	2	0	2	0	2	0
POINT (-75.5564 6.22312)	2	0	1	0	2	0
POINT (-75.5564 6.22312)	2	0	2	0	2	0
POINT (-75.5564 6.22312)	2	1	2	0	2	0
POINT (-75.5876 6.20649)	2	0	2	0	2	0
POINT (-75.5876 6.20649)	2	0	2	1	2	0
POINT (-75.5876 6.20649)	1	0	1	0	2	0
POINT (-75.5442 6.30146)	2	0	2	0	3	0
POINT (-75.5638 6.23859)	2	0	2	0	3	4
POINT (-75.5458 6.23569)	1	0	2	0	2	0
POINT (-75.5417 6.22627)	2	0	2	0	2	0
POINT (-75.5657 6.26571)	3	0	3	0	3	0
POINT (-75.5586 6.22937)	2	1	2	1	1	4
POINT (-75.5586 6.24791)	2	0	2	0	2	0
POINT (-75.5442 6.30146)	2	0	2	0	2	0
POINT (-75.5545 6.23686)	4	4	3	0	2	0
POINT (-75.5393 6.23215)	2	1	1	1	4	4
POINT (-75.5393 6.23215)	2	4	2	0	3	0
POINT (-75.5626 6.25751)	4	0	4	0	4	0
POINT (-75.5638 6.23859)	2	0	2	0	2	0
POINT (-75.6025 6.25709)	4	0	4	0	3	0
POINT (-75.6025 6.25709)	2	0	3	4	4	0
POINT (-75.5506 6.25903)	2	0	2	0	3	0
POINT (-75.5616 6.26305)	3	1	2	1	3	4
POINT (-75.5616 6.26305)	2	0	2	0	2	0
POINT (-75.5691 6.26447)	4	0	3	0	4	0
POINT (-75.6081 6.24614)	2	0	2	0	2	0
POINT (-75.6081 6.24614)	1	0	2	0	3	0
POINT (-75.6081 6.24614)	3	4	3	4	4	4
POINT (-75.5679 6.23791)	2	0	3	4	4	4
POINT (-75.5679 6.23791)	2	1	2	0	3	4
POINT (-75.5679 6.23791)	2	0	2	0	2	0
POINT (-75.5553 6.23869)	2	0	1	1	3	4
POINT (-75.5553 6.23869)	2	0	1	1	2	1
POINT (-75.5437 6.23604)	4	1	1	1	2	1
POINT (-75.5638 6.23859)	3	0	3	0	2	0
POINT (-75.5616 6.26305)	2	0	2	0	2	1
POINT (-75.5638 6.23859)	2	0	2	1	2	0
POINT (-75.5616 6.26305)	2	0	2	0	2	4
POINT (-75.5516 6.23223)	2	1	2	0	2	1
POINT (-75.5424 6.23084)	2	1	1	0	3	0
POINT (-75.5638 6.23859)	2	1	2	1	3	4
POINT (-75.5506 6.25903)	2	0	3	0	2	0
POINT (-75.5445 6.23335)	2	0	2	0	3	0
POINT (-75.5586 6.22937)	2	0	2	0	2	0
POINT (-75.5516 6.23223)	1	1	2	0	3	4
POINT (-75.5553 6.23869)	2	0	2	0	2	0
POINT (-75.6448 6.1777048)	2	0	1	1	3	0
POINT (-75.5605 6.25814)	3	4	2	4	2	1
POINT (-75.5586 6.22937)	3	0	2	1	2	4
POINT (-75.5506 6.25903)	3	0	4	0	3	0
POINT (-75.6605 6.1837455)	4	1	2	1	2	0
POINT (-75.6605 6.1837455)	2	0	3	0	4	0
POINT (-75.6605 6.1837455)	1	1	2	0	2	0
POINT (-75.6605 6.1837455)	2	0	2	0	3	0
POINT (-75.5445 6.23335)	2	0	2	0	3	0
POINT (-75.6560 6.1884374)	2	0	1	1	2	0
POINT (-75.6560 6.1884374)	2	1	2	0	3	0
POINT (-75.6506 6.1838611)	2	0	3	0	3	0
POINT (-75.6012 6.25521)	2	1	2	0	3	4
POINT (-75.6012 6.25521)	2	0	2	0	2	0
POINT (-75.5424 6.23084)	2	0	2	0	2	0
POINT (-75.5616 6.26305)	3	0	3	0	3	0
POINT (-75.5616 6.26305)	3	4	4	0	2	0
POINT (-75.6423 6.1836058)	3	4	3	0	3	0
POINT (-75.6081 6.24614)	3	4	3	0	3	1
POINT (-75.6560 6.1884374)	4	0	2	1	3	4
POINT (-75.6041 6.25018)	4	0	4	0	2	0
POINT (-75.6386 6.1740133)	0	0	2	0	3	0
POINT (-75.6386 6.1740133)	0	0	0	0	0	4
POINT (-75.6448 6.1777048)	2	0	2	0	2	0
POINT (-75.6489 6.1756822)	2	0	2	0	2	0
POINT (-75.6489 6.1756822)	1	0	1	0	2	0
POINT (-75.6605 6.1837455)	2	0	2	0	3	0
POINT (-75.6605 6.1837455)	3	0	3	0	3	0
POINT (-75.6506 6.1838611)	2	4	2	0	3	0
POINT (-75.6118 6.24816)	1	0	2	0	2	0
POINT (-75.6428 6.1748494)	2	0	3	0	2	0
POINT (-75.6428 6.1748494)	2	0	2	0	2	0
POINT (-75.6393 6.1900169)	2	4	2	0	3	4
POINT (-75.6386 6.1740133)	2	0	2	0	2	0
POINT (-75.6118 6.24816)	2	4	2	4	3	4
POINT (-75.6118 6.24816)	1	1	2	0	3	0
POINT (-75.6448 6.1777048)	2	4	2	4	4	4
POINT (-75.6489 6.1756822)	2	0	2	0	3	0
POINT (-75.6386 6.1740133)	4	0	4	0	2	0
POINT (-75.5445 6.23335)	2	0	2	1	4	0
POINT (-75.5516 6.23223)	2	0	3	0	3	0
POINT (-75.6560 6.1884374)	3	0	3	0	2	0
POINT (-75.6560 6.1884374)	1	0	2	0	2	0
POINT (-75.6560 6.1884374)	2	0	2	0	2	0
POINT (-75.6386 6.1740133)	1	0	1	0	3	0
POINT (-75.6118 6.24816)	3	0	3	0	3	0
POINT (-75.6393 6.1900169)	2	4	2	4	3	4
POINT (-75.6448 6.1777048)	3	0	3	0	3	4
POINT (-75.6423 6.1836058)	2	0	2	0	2	0
POINT (-75.6423 6.1836058)	2	0	2	0	2	0
POINT (-75.6423 6.1836058)	2	1	3	0	2	0
POINT (-75.6618 6.1867135)	2	0	2	0	2	0
POINT (-75.6618 6.1867135)	2	0	2	0	2	0
POINT (-75.6618 6.1867135)	2	0	2	0	2	0
POINT (-75.6618 6.1867135)	2	1	2	0	2	0
POINT (-75.6618 6.1867135)	2	0	2	1	3	0
POINT (-75.6618 6.1867135)	2	0	1	0	3	0
